topic,feature,description,source_file,wave
psychology,ch_further_education_11_14,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_15,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_16,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_17,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_18,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_19,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_20,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_21,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_11_22,"Further education of child 11, based on ch018_11_* & ch513_11_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_1,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_2,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_3,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_4,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_5,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_6,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_7,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_8,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_9,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_10,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_11,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_12,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_13,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_14,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_15,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_16,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_17,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_18,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_19,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_20,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_21,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_12_22,"Further education of child 12, based on ch018_12_* & ch513_12_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_1,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_2,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_3,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_4,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_5,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_6,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_7,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_8,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_9,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_10,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_11,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_12,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_13,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_14,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_15,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_16,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_17,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_18,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_19,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_20,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_21,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_13_22,"Further education of child 13, based on ch018_13_* & ch513_13_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_1,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_2,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_3,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_4,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_5,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_6,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_7,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_8,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_9,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_10,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_11,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_12,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_13,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_14,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_15,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_16,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_17,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_18,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_19,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_20,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_21,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_14_22,"Further education of child 14, based on ch018_14_* & ch513_14_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_1,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_2,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_3,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_4,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_5,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_6,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_7,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_8,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_9,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_10,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_11,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_12,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_13,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_14,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_15,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_16,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_17,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_18,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_19,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_20,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_21,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_15_22,"Further education of child 15, based on ch018_15_* & ch513_15_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_1,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_2,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_3,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_4,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_5,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_6,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_7,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_8,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_9,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_10,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_11,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_12,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_13,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_14,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_15,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_16,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_17,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_18,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_19,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_20,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_21,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_16_22,"Further education of child 16, based on ch018_16_* & ch513_16_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_1,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_2,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_3,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_4,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_5,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_6,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_7,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_8,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_9,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_10,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_11,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_12,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_13,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_14,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_15,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_16,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_17,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_18,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_19,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_20,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_21,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_17_22,"Further education of child 17, based on ch018_17_* & ch513_17_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_1,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_2,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_3,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_4,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_5,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_6,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_7,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_8,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_9,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_10,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_11,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_12,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_13,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_14,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_15,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_16,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_17,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_18,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_19,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_20,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_21,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_18_22,"Further education of child 18, based on ch018_18_* & ch513_18_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_1,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_2,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_3,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_4,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_5,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_6,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_7,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_8,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_9,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_10,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_11,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_12,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_13,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_14,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_15,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_16,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_17,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_18,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_19,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_20,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_21,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_19_22,"Further education of child 19, based on ch018_19_* & ch513_19_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_1,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_2,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_3,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_4,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_5,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_6,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_7,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_8,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_9,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_10,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_11,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_12,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_13,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_14,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_15,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_16,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_17,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_18,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_19,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_20,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_21,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,ch_further_education_20_22,"Further education of child 20, based on ch018_20_* & ch513_20_*",sharew9_rel9-0-0_gv_children.sav,w9
psychology,child_sn_loop_1,Child 1 mentioned as social network member (loop),sharew9_rel9-0-0_gv_children.sav,w9
psychology,child_sn_loop_2,Child 2 mentioned as social network member (loop),sharew9_rel9-0-0_gv_children.sav,w9
psychology,child_sn_loop_3,Child 3 mentioned as social network member (loop),sharew9_rel9-0-0_gv_children.sav,w9
psychology,child_sn_loop_4,Child 4 mentioned as social network member (loop),sharew9_rel9-0-0_gv_children.sav,w9
psychology,child_sn_loop_5,Child 5 mentioned as social network member (loop),sharew9_rel9-0-0_gv_children.sav,w9
