feature,value,label,source_file,topic,wave
ch_further_education_19_11,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_11,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_12,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_13,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_14,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_15,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_16,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_17,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_18,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_19,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_20,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,18,Country specific category 16,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,19,Country specific category 17,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,20,Country specific category 18,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,95,Still in education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,96,None,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_21,97,Other,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,-2,Refusal,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,-1,Don't know,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,1,No higher education/vocational training,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,2,"Some education, but less than [ISCED 1] (instead of [ISCED 1] put respective country specific degr.)",sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,3,Country specific category 1,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,4,Country specific category 2,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,5,Country specific category 3,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,6,Country specific category 4,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,7,Country specific category 5,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,8,Country specific category 6,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,9,Country specific category 7,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,10,Country specific category 8,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,11,Country specific category 9,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,12,Country specific category 10,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,13,Country specific category 11,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,14,Country specific category 12,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,15,Country specific category 13,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,16,Country specific category 14,sharew9_rel9-0-0_gv_children.sav,psychology,w9
ch_further_education_19_22,17,Country specific category 15,sharew9_rel9-0-0_gv_children.sav,psychology,w9
